name,phone,whatsapp,address,website,profile_url
Fleur De Selene,"07019060063, 08152712450",2347019060063,"Suit I201, Road5, Ikota Shopping Complex, Victoria Garden City Vgc,, Vgc/ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/fleur-de-selene-236950
Flint Homes & Property Consultancy Ltd.,"09033825479, 09033825479",+2349095544336,"Suite D17, Boya Place Off Ameh Ebute St, Utako, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/flint-homes-property-consultancy-ltd-167704
F.m. Ojo & Company,"2348066485995, 2348023124808, 2347044888405",+2348023124808,"Suite 59a Primal Tek Plaza, 63/65 Egbeda Idimu Roa, Alimosho, Lagos, Nigeria",https://fmojo.estateagentsng.com,https://nigeriapropertycentre.com/agents/fm-ojo-company-15272
Formula One Properties Ltd,"08103691985, 08103691985, 07053009827",+2348103691985,"Sunnyvale Estate, Dakwo District, Abuja, Nigeria",http://www.formula1properties.com.ng,https://nigeriapropertycentre.com/agents/formula-one-properties-ltd-37997
Foster 360konsults,"07033957527, 07033957527",7033957527,"Lokogoma, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/foster-360konsults-130119
Foundêre Ltd,08107301877,+2348107301877,"House 6, Plot 1298, Close 2, Harmony Homes Estate, Doveland Crescent Road, Lokogoma 2, Abuja, Fct, Nigeria",https://foundereltd.estateagentsng.com,https://nigeriapropertycentre.com/agents/foundere-ltd-234936
Freelance Estate,"+2347053296982, +2348068839775",+2347053296982,"Zone5, F C T, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/freelance-estate-164762
Friday Multi Media,"09070745708, 09070745708",09070745708,"No.1 Chukwuemeka Wnessi Street, Durumi, Fct, Nigeria",https://chat.whatsapp.com/IBNoY5H0tAnDh2XI9TnDwt,https://nigeriapropertycentre.com/agents/friday-multi-media-186938
Full-scale Development Company,"08034704714, 08091194217, 08067314074",+2348034704714,"11 Urban Planning Way, Gwarinpa, Fct, Nigeria",https://FullScaleDevelopment.estateagentsng.com,https://nigeriapropertycentre.com/agents/full-scale-development-company-8009
Funwol Global Resources,"08023482806, 08093012037",+2348023482806,"Guzape, Guzape, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/funwol-global-resources-42590
Future Assured Properties Limited,08062220673,+2348062220673,"Lokogoma, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/future-assured-properties-limited-238881
Gee-x Enterprise Ltd,"08137354648, 09081257395, 08137354648",09081257393,"Suite 12 Bef Plaza, Utako, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/gee-x-enterprise-ltd-174305
Gendslaw Homes,"08066433987, +2348033284296",2348066433987,"No 15 Ayodeji Dosunmu Crescent ,gra2,ebute Ikorodu, Ikorodu, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/gendslaw-homes-144651
Generosa Properties,"09022053463, 08032621416",09022053463,"Suite A, Shop 5, Trademore Plaza, Apo, Trademore Estate, Apo, Fct, Abuja., Nigeria",,https://nigeriapropertycentre.com/agents/generosa-properties-167399
Gepdan Properties Ltd,"+2348033906488, +2348177420788",+2348033906488,"Plot 341, Agulu Street Dawaki, Federal Capital Territory, Abuja, Nigeria",https://gepdanproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/gepdan-properties-ltd-118997
Gerarland,"08090886965, 08034856447, 08090886965",2348090886965,"Durumi Abuja, Garki Abuja, Fct, Nigeria",https://gerarlandreality.pppromo.mx/,https://nigeriapropertycentre.com/agents/gerarland-112564
Gerrymandy Realtors,"+2349124596369, +2347065523304",2347065523304,"4 Victory Avenue, Eliozu Flat 5, Port Harcourt, Rivers State, Nigeria",https://gerrymandy.estateagentsng.com,https://nigeriapropertycentre.com/agents/gerrymandy-realtors-135561
Gijima,07044027823,07044027823,"Fct, Nigeria",,https://nigeriapropertycentre.com/agents/gijima-116725
Gilad Homes And Properites,"07037145697, 08089821746",+2347037145697,"3rd Floor, Goldcrest Plaza, Beside Mega Chicken,ikota, Lekki, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/gilad-homes-and-properites-111932
Global Estate Services,07067122395,+2347067122395,"Yanagoa, Bayelsa State, Nigeria",,https://nigeriapropertycentre.com/agents/global-estate-services-158586
Global Heritage Property Consultancy,"08086341486, 08086341486, 08141878209",+2348086341486,"2a, Alhaji Kayode Oni Animashaun, Dominion Estate, Olokonla Bus Stop, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/global-heritage-property-consultancy-89829
Global Legit Properties,"07053359003, 07044208426, 08096371436",2347044208426,"Blantyre Street, Wuse 2, Abuja, Nigeria",http://globallegitproperties.com.ng/,https://nigeriapropertycentre.com/agents/global-legit-properties-177874
Glo-pac Resources,"08089054704, 08175225634",08089054704,"Rb 332, Mpape, Abuja, Nigeria",https://glopacbestproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/glo-pac-resources-21700
Glory's Homes,09022269803,23409022269803,"Owu Street, Abuja, Fédéral Capital Territory, Nigeria",https://www.facebook.com/share/1XWQS4gqF1/?mibextid=wwXIfr,https://nigeriapropertycentre.com/agents/glorys-homes-205675
Goichoo Company Limited,2348026558921,2348026558921,"House 64, Robo Madaki Street, Zone B, Apo Resettlement, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/goichoo-company-limited-162803
Grandeur Chattel And Construction Limited,"08030586071, 08082478389, 09083224401",08030586071,"Plot 16 Farouk Abaoba Drive, Off Channels Tv Avenue, Isheri North Opic, Lagos State, Nigeria",https://grandeurchattelconstructionlimited.estateagentsng.com,https://nigeriapropertycentre.com/agents/grandeur-chattel-and-construction-limited-155211
Grand Island Apartment Limited,"09029030120, 08167661260",+2348167661260,"Festrut Estate 25, Green Lane Katampe, Amac, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/grand-island-apartment-limited-214530
Green Haven Properties,"08028442005, 08028442005",2348028442005,"Awoyaya, Lekki Epe Expressway, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/green-haven-properties-121647
Gripzace Realty Ltd,"08122266072, 08113801419",08122266072,"Vgc Lekki Lagos, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/gripzace-realty-ltd-95601
Gse Homes,"08115136523, 09060009278, 09019590975",+2348115136523,"Plot A6 Army Scheme, Kubwa, Fct-abuja, Nigeria",,https://nigeriapropertycentre.com/agents/gse-homes-237878
Gtext-holdings ( Gtext- Homes),"09051634878, 09165069549",+2349165069549,"Abuja, Nigeria.",,https://nigeriapropertycentre.com/agents/gtext-holdings-gtext-homes-182190
Gui Integrated Concept Limited,"08032222501, 09053660494, 08124566572",+2348032222501,"Block 1 Flat 1, Bright Star, Ojota, Lagos, Nigeria",https://Nigeriapropertymanagers.estateagentsng.com,https://nigeriapropertycentre.com/agents/gui-integrated-concept-limited-28236
Gungho Listings Abuja,07039106351,07039106351,"Franca Afegbua, Apo, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/gungho-listings-abuja-28782
Gxclusiverealtylimited,"08164069815, 08157909088",08164069815,"13, Saliu Saudat, Value County Estate Ogidan, Sangotedo Ajah, Lagos, Nigeria",https://Gxclusiverealtylimited.estateagentsng.com,https://nigeriapropertycentre.com/agents/gxclusiverealtylimited-197398
Hace-con Nig Ltd,"07063578720, 08087290933",2347063578720,"Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/hace-con-nig-ltd-139236
Hakeemsanusi Adeshina,"07065515249, 09097686520, 08077963254, 09097686520",07065515249,"Off 1st Avenue 17road House No 5 Guwarinpa Estate Fct Abuja Nigeria, Iree, Osun State Nigeria, Nigeria",,https://nigeriapropertycentre.com/agents/hakeemsanusi-adeshina-136707
Hall7,08102649124,+2348102649124,"Sakete, Wuse 2, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/hall7-124225
Halyf Realty Home,"08036352048, 08036352048",+2348036352048,"Apo Sparklight Mall Opposite Living Faith Church, Durumi Abuja, Durumi, Garki, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/halyf-realty-home-77236
Hannah Agbaje's Real Estate,"08169256020, 08169256020",08169256020,"No.10 Agadez Crescent Off Aminu Kano Crescent , Wuse, Abuja., Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/hannah-agbajes-real-estate-145912
Happy Home Builders Nig Ltd,"08036488502, 08126827996",08036488502,"Ukpo Close, Garki 2, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/happy-home-builders-nig-ltd-151796
Harpiavision Intl Limited,+2348057764525,+2348057764525,,,https://nigeriapropertycentre.com/agents/harpiavision-intl-limited-198451
Harris Consult Realty,"08054563213, 07038600757, 09081007978",+2347038600757,"No 5, Bale Close, Ifako, Gbagada, Lagos, Nigeria",https://harrisconsult.estateagentsng.com,https://nigeriapropertycentre.com/agents/harris-consult-realty-14093
Hd Homes Ltd,"08131196746, 09158929415",08131196746,"Suite 214, Wetland Plaza, Jabi, Abuja, Nigeria",https://www.hdhomesltd.com,https://nigeriapropertycentre.com/agents/hd-homes-ltd-236856
Heaven Justice Realty Limited (rc:7450352),07032525563,2347032525563,"Behind Fha Office, 3rd Avenue, Gwarinpa, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/heaven-justice-realty-limited-rc7450352-136436
Heavensent Properties,"08102912408, 08076264412, 08037081716",2348037081716,"13/15 Ijaiye Road, Ogba, Lagos, Nigeria",https://Heavensentrealtors.estateagentsng.com,https://nigeriapropertycentre.com/agents/heavensent-properties-21193
Heeemage Business Empire Limited,"08053854523, 08132996971, 07063135076",08053854523,"Lea Pry Sch. Dagiri Und Str, Abaji Area Office, Fct South South. Abuja, Abaji, Abuja, Nigeria",https://heeemagebusinessempire.estateagentsng.com,https://nigeriapropertycentre.com/agents/heeemage-business-empire-limited-80082
Heflam Services,08038039781,08038039781,"5, Ishaya Shakari Crescent, 2nd Avenue, Amac, Gwarimpa, Fct Abuja, Nigeria",https://heflamservices.estateagentsng.com,https://nigeriapropertycentre.com/agents/heflam-services-47206
Heights Of Splendour Ltd,"+2348129971339, 08036216829",+2348036216829,"N0 12, Nwankwo Ibusah, Ado Road, Ajah, Lagos, Nigeria",https://heightsofsplendour.estateagentsng.com,https://nigeriapropertycentre.com/agents/heights-of-splendour-ltd-59177
Held Olive Realty Ltd,"09030388824, 09030388824, 09030388824, 09030388824",2349030388824,"North Star Garden Estate, Dakwo, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/held-olive-realty-ltd-140676
Hemi Realty,"08109844805, 08109844805",+2348109844805,"Dunamis Street, Karmo, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/hemi-realty-71036
Henry Martins & Associates,"08032737848, 09122224440",09122224440,"Suit E 235 & E236, Ikota Shopping Complex, Vgc, Lekki, Lagos, Nigeria",https://HenryMartins.estateagentsng.com,https://nigeriapropertycentre.com/agents/henry-martins-associates-23501
Hephzibah Global Ventures Ltd,08166378282,08166378282,"Drive 2, House 87, Prince And Princess Estate 1st Gate, Apo, Abuja, Federal Capital Territory, Nigeria",https://hephzibahglobalventuresltd.estateagentsng.com,https://nigeriapropertycentre.com/agents/hephzibah-global-ventures-ltd-117201
Heritageglobalproperty,"08028111215, 08034491511",08028111215,"Lakowe Golf, Ibeju Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/heritageglobalproperty-190313
H & H Properties Consultants & General Services Ltd,"08066195506, 08128559653",2348066195506,"Arab Road, Kubwa, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/h-h-properties-consultants-general-services-ltd-70437
Hnd Ent. Limited,08131211296,08131211296,"Wuse 2 No. 90, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/hnd-ent-limited-120264
Hodisol Homes And Properties,"07068861004, 07068861004",07068861004,"Ketu, Ketu, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/hodisol-homes-and-properties-30888
Hofesh Homes Limited,09022307702,+2349022307702,"Suite C1, 2xl Mall,, Gwarinpa, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/hofesh-homes-limited-135355
Homey Realty Team,08117819715,2348117819715,"Katampe, Abuja, Fct, Nigeria",https://www.homeyrealtyteam.com,https://nigeriapropertycentre.com/agents/homey-realty-team-151658
Honolulu Realty,"08119538027, 08145485135",2348119538027,"Life Camp, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/honolulu-realty-113702
Hoods Prolifics Ltd,"08181600444, 08172867955, 08025833334, 08066824448",,"Block 3, Flat 4, Safetrust Estate , Amuwo Odofin, Lagos, Nigeria",https://27981.estateagentsng.com,https://nigeriapropertycentre.com/agents/hoods-prolifics-ltd-27981
Hope Land Fresh Property Ltd,08121711198,08121711198,"5, Daffodil, Cooperative Villa Estate, Ajah, Lagos State, Nigeria",https://hopelandproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/hope-land-fresh-property-ltd-44709
Hopeling-m Network Real Estate Ltd,"08030986639, 08030986639, 08030986639, 08030986639",08030986639,"Wuse Zone 5 Abuja, Wuse Zone 5, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/hopeling-m-network-real-estate-ltd-127061
Hotel D Moore Limited,"08032377471, 07033396554, 08091111131",08032377471,"27 Alexandra Crescent, Wuse 2, Abuja, Nigeria",https://hoteldmoore.estateagentsng.com,https://nigeriapropertycentre.com/agents/hotel-d-moore-limited-198728
Houselink Ltd,"08034480045, 08034480045",08034480045,"Number: 3 Atabara Street Wuse2 Abuja., Fct, Abuja, Nigeria",http://www.abujahouselink.ng,https://nigeriapropertycentre.com/agents/houselink-ltd-116878
Houselink Ltd,"09035453424, 08034480045",09035453424,"Mike Akhigbe Street , Jabi Abuja, Jabi Abuja, Abuja Nigeria, Nigerian",,https://nigeriapropertycentre.com/agents/houselink-ltd-163934
Ideal Lands And Investments,"08126153258, 08126153258, 08126153258",08126153258,"Goldcrest Plaza, Ikota First Gate, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/ideal-lands-and-investments-237141
Idealplace_properties,"08136522011, 09155232992",+2348171969365,"Suite B24, D'cherub Mall, New Road Bus Stop, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/idealplace-properties-146885
Idiege Titus Real Estate Services,"09069176808, 09077818932, 08073709158, 07037339656",09069176808,"Plot 315b Gishiri Village,, Katampe District,, Fct, Nigeria",https://Idiegetitusrealestate.estateagentsng.com,https://nigeriapropertycentre.com/agents/idiege-titus-real-estate-services-73545
Ifedi Ak Homes Nig Ltd,"08153232974, 08036743183, 08179861132",,"Sparkle Plaza, Plot C75/76, 522 Road Off 1st Avenue By Fcmb Junction Gwarinpa, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/ifedi-ak-homes-nig-ltd-70610
Ifedi. Ak Nigeria Limited,"08038666867, 08038666867, 09093158681, 09093158681",08038666867,"Maitama, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/ifedi-ak-nigeria-limited-125130
Ihotu Blocks $ Properties Ltd,"09067925325, 09067925325",09067925325,"Gwantu Close, No 2, Opposite Cupid Hotel 2/2 Kubwa, Kubwa, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/ihotu-blocks-properties-ltd-239487
Ikopbo Udoita & Associates,"07062527376, 08050620987",+2347062527376,"G2, Citec, Mbora, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/ikopbo-udoita-associates-210887
Imox Facilities Ltd,08025236351,2348025236351,"Plot 2299, Cadastral Zone E Ext., Apo Resettlement, Fct - Abuja, Nigeria",https://imoxfacilities.estateagentsng.com,https://nigeriapropertycentre.com/agents/imox-facilities-ltd-191191
Infinique Properties Limited,08064653585,08064653585,"Mende, Maryland, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/infinique-properties-limited-222136
Innerworkings Investments Ltd,"08063531327, 08063531327, 07087503481",+2348063531327,"Close 50, House F 25, Vgc, Lekki, Lagos, Nigeria",https://innerworkings.estateagentsng.com,https://nigeriapropertycentre.com/agents/innerworkings-investments-ltd-24339
Innohomes Investment Limited,"08034458076, 09098624156",+2348034458076,"House B108 Nzube Estate, Lokogoma District, Abuja, Nigeria",https://innohomesinvestment.estateagentsng.com,https://nigeriapropertycentre.com/agents/innohomes-investment-limited-10978
Innoson Reality Integrated Ltd,"07030822117, 07030822117, 07051569607, 07051569607",07030822117,"Herbert Macaulay Way, Wuse Zone 4, Abuja Fct., Wuse Zone 4, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/innoson-reality-integrated-ltd-77678
Interrand Homes,09043992300,09043992300,"Life Camp, Abuja, Federal Capital, Nigeria",,https://nigeriapropertycentre.com/agents/interrand-homes-124377
Inz Concepts Nig Ltd,"08033154969, 08083111769",2348033154969,"Suite 10a City Plaza Area 11 Abuja, Area 11, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/inz-concepts-nig-ltd-140127
Irene Exclusive Properties,07048167206,2347048167206,"16a, 321 Road, 3rd Avenue, Gwarimpa, Wuse, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/irene-exclusive-properties-220115
Isi-jayne Luxury Property,"08082808840, 08126603060, 08082808840, 08126603060",+2348082808840,"City Mall, Onikan, Lagos, Lagos, Nigeria",https://www.isijayne.com,https://nigeriapropertycentre.com/agents/isi-jayne-luxury-property-126742
Itili360,"08097812288, 08024845461",08097812288,"No 5 Mbambane Close Zone 6, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/itili360-171998
Ivy Facility Managers,"09065994815, 08034811787",+2349065994815,"Lome, Wuse, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/ivy-facility-managers-49038
Iyke_vision,"07049408334, 07049408334",07049408334,"Gudu, Abuja, F.c.t Abuja, F.c.t, Nigeria",https://iykevision.com/,https://nigeriapropertycentre.com/agents/iyke-vision-98658
Jalohome,"08068543857, 08068543857, 08082644295",08068543857,"Wuse Zone 5, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/jalohome-196985
Jaswill Properties Limited,"08169217653, 08169217653",+2348169217653,"A.e Ekukinam Street, Utako, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/jaswill-properties-limited-183764
Jaykay Realty Network,"08060946534, 07089371736, 08177072404",+2348060946534,"10, Ogunbowale Street, Oshodi-apapa Expressway, Lagos, Nigeria",https://jaykayrealty.estateagentsng.com,https://nigeriapropertycentre.com/agents/jaykay-realty-network-35899
Jaylux Consult And Realty,"08064734497, 08064734497, 08128986147",+2348128986147,"Mobile Road, Ilaje,, Lekki Ajah,, Lagos, Nigeria",https://jayluxconsultandrealty.com/,https://nigeriapropertycentre.com/agents/jaylux-consult-and-realty-165705
Jenic Real Estate,07065477787,+2347065477787,"32, Omomo Street, Ifako, Lagos, Nigeria",https://jenicrealestate.estateagentsng.com,https://nigeriapropertycentre.com/agents/jenic-real-estate-31605
Jennie's Beddings & Interiors,"08067727054, 3",+2348067727054,"Abacha Road, Nyanya, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/jennies-beddings-interiors-193337
Jennyjoyluxuryhomes,"09156589700, 09156589700",+2349156589700,"Road 401, Abraham Adesanya Estate, Lekki Scheme 2, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/jennyjoyluxuryhomes-184405
Jeshurun Global Investments Ltd.,"08134900428, 08134900428, 08036758154",08134900428,"No 1. Opp. Catholic Church, Gbagalape Nyanya, Fct - Abuja, Nigeria",https://jeshurunglobalinvestments.estateagentsng.com,https://nigeriapropertycentre.com/agents/jeshurun-global-investments-ltd-179620
Jessie Homes,"07034501737, 07034501737, 07015688962, 08108050411",7034501737,"Apo, Zone E, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/jessie-homes-170281
Jessy Property Link,07067022574,,"Dipo Olubi, Surulere, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/jessy-property-link-119790
Jes Unique,"09118132828, 09118132828, 09099651490",+2349099651490,"Fct, Nigeris",,https://nigeriapropertycentre.com/agents/jes-unique-36464
Jets Realty And Management Services Bn-8689665,"07085911577, 09023999912",2347085911577,"Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/jets-realty-and-management-services-bn-8689665-195946
Jide Taiwo And Co. Estate Surveyors And Valuers,07052090118,+2347052090092,"Plot 136 Sinari Daranijo Street, Off Ligali Ayorinde Street, Victoria Island, Lagos, Nigeria",https://jidetaiwoandco.estateagentsng.com,https://nigeriapropertycentre.com/agents/jide-taiwo-and-co-estate-surveyors-and-valuers-43577
Jimand Properties,"2348036694728, 08179140040",+2348036694728,"48, Old Ota Road, Oko Filling, Alagbado, Lagos, Nigeria",https://jimandproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/jimand-properties-23854
Jiya S N & Partners,"08024486683, 08024486683, 08095666628, 08055610820",+2348055610820,"Plot 198, Fha Und St., Wuye, Amac, Fct, Nigeria",https://jiya.estateagentsng.com,https://nigeriapropertycentre.com/agents/jiya-s-n-partners-23242
Jiya S N & Partners (estate Surveyors And Partners),+2348052742653,+2348052742653,"Cbd Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/jiya-s-n-partners-estate-surveyors-and-partners-53941
Jje Mega Properties,"09031110281, 07044091272",09031110281,"Landmark Plaza. Ibrahim Babangida Blvd, Maitama, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/jje-mega-properties-68544
Joap Realators,"09131405270, 08065382828",+2349131405270,"259 Karu Ext., Karu, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/joap-realators-24568
Joe Odekhian & Partners{estate Surveyor & Valuer},"08068865009, 08068865009",08068865009,"Eleganza Building, 15b, Joseph Street., Lagos Island, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/joe-odekhian-partnersestate-surveyor-valuer-102254
Jogoye Concept Limited,"07031168897, 08053441364, 07031168897, 08053441364",2347031168897,"24th Crescent 2nd Avenue Gwarinpa Estate, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/jogoye-concept-limited-48666
John Adara & Company,"08083599186, 08022659477, 08023998601",+2348083599186,"7a, Onike Road, Beside Sabo Industrial Estate, Sa, Labour House, Ground Floor Off Rear Wing B, Plot 8, Sabo, Yaba, Lagos, Nigerian",https://www.johnadaraandco.com/,https://nigeriapropertycentre.com/agents/john-adara-company-25487
John Erude And Partners,"+2348030404329, +2348070785834, 08128451484",+2348030404329,"Plot 579 Kubwa Extension Relocation Byazhin, Kubwa, Fct Abuja, Nigeria",https://johnerude.estateagentsng.com,https://nigeriapropertycentre.com/agents/john-erude-and-partners-64099
Jolancleo Ltd.,07068066906,08144364660,"26 Julius Nyerere Crescent, Asokoro, Fct Abuja., Asokoro., Fct, Abuja., Nigeria",,https://nigeriapropertycentre.com/agents/jolancleo-ltd-190495
Jonela Concept,"+2348069483220, +2349013198826",+2348069483220,"4th Floor, Workcity, Polystar Building,marwa, Lekki, Lagos, Nigeria",https://jonelaconcept.com.ng,https://nigeriapropertycentre.com/agents/jonela-concept-53473
Judesco Property Investment Limited,"08060662596, 09048604099",+2349048604099,"41monrovia Street, Wuse11, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/judesco-property-investment-limited-104028
Juliz Homes And Properties Limited,"08164485106, 07016677356",08164485106,"Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/juliz-homes-and-properties-limited-121978
Jupero Properties,07031954661,2347031954661,"Iikota Shopping Complex, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/jupero-properties-147163
Jupiter Source Solutions Ltd,"08183031299, 08183031299, 08023636020",+2348023636020,"122, Kujore Street, Ojota Busstop, Ogudu, Lagos, Nigeria",https://Jupitersourcesolutionsltd.estateagentsng.com,https://nigeriapropertycentre.com/agents/jupiter-source-solutions-ltd-17063
Kabiru Jatto,08131106494,08131106494,"Block A 34 Efab Mall Garki Abuja, Garki, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/kabiru-jatto-55751
Kanbia Stays,09023186976,09023186976,"Lekki, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/kanbia-stays-213569
Kankurra Properties Ltd,"07019093178, 08160867294",+2348160867294,"Plot 103, Opp Gss G/lada, Dagiri, Gwagwalada, Abuja, Nigeria",https://kankurraproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/kankurra-properties-ltd-29450
Karl Nad Limited,"08063555038, 08097297178",+2348063555038,"Suite B6/b7 Broadway Mall, Apo, Abuja, Nigeria",https://karlnadltd.estateagentsng.com,https://nigeriapropertycentre.com/agents/karl-nad-limited-15654
Kawtharrealty,"08164688123, 08164688123, 08164688123, 08164688123",+2348164688123,"No12 Moronvia Street Abuja, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/kawtharrealty-238378
Kehinde Akintobi & Co. Limited,"09037628062, 08060631373",08060631373,"3a Awori Crescent, Ilupeju, Lagos, Lagos, Nigeria",https://kaandco.estateagentsng.com,https://nigeriapropertycentre.com/agents/kehinde-akintobi-co-limited-197283
Keip & Kahhadiz Properties,"08062559623, 08106890914, 09151591908, 08062559623",08062559623,"House 959, Gidado Idris Street, Wuye, Abuja, Nigeria",https://keipkahhadizproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/keip-kahhadiz-properties-127905
Keland & Associates,"09094293351, 09094293351, 09094293351, 09094293351",+2349094293351,"9, Odebiyi Street, Ogba, Lagos, Ogba, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/keland-associates-26118
Kemmilcah Properties,"08168459996, 09070605550",08168459996,"Apo Legislative Quaters, Apo Legislative Quaters, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/kemmilcah-properties-176445
Kenim Properties Limited,"08084753634, 08084753634",+2348084753634,"Plot 3440, Mukhtar Adnan Street, Dantata Estate, Kubwa, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/kenim-properties-limited-71163
Kenkingsrealty,"08105226797, 08105226797",+2348105226797,"4 Pretoria Street, Fct, Abuja, Nigeria",https://kenkingsrealty.com,https://nigeriapropertycentre.com/agents/kenkingsrealty-197353
Ken Sil Properties Ventures,08161424576,+2348161424576,"37 Olayinka Awo Street, Byazhin Across, Kubwa, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/ken-sil-properties-ventures-212807
Keos Properties,09164756077,+2349164756077,"Barumark Estate, Wuye, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/keos-properties-188715
Kerantol Limited,"+2347076888085, 09124412127",+2347076888085,"6, Al Street, Abule Akasolori, Ikorodu, Lagos, Ikorodu, Lagos, Nigeria",http://kerantol.com,https://nigeriapropertycentre.com/agents/kerantol-limited-105271
Kim Thompson Ventures,08120765101,+2348029305496,"Suit D 19, Ojomu Shopping Center, By Alpha Beach Road, Lekki., Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/kim-thompson-ventures-37131
Kingsbrowser Limited,08069812160,2348069812160,"Muhammudu Buhari Road, Central Area, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/kingsbrowser-limited-220139
Kingscity Global Solution's Nig Ltd,09033659940,09033659940,"Sani Zangon, Daura Street C25 Amaka Mall, Guzape, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/kingscity-global-solutions-nig-ltd-222736
Kingsmate Properties Ltd,"08160050555, 08029105390, 07071884398",08160050555,"Suite Ff 16 Citi Centa Shopping Plaza, Karu, Abuja Fct, Nigeria",https://kingsmateproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/kingsmate-properties-ltd-2686
Kitis Luxury Homes,"08033887308, 08033887308",2348033887308,"Apo Resettlement Zone A, Apo, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/kitis-luxury-homes-139202
Kizone Properties,"08035138350, 08117195013",2348035138350,"31 Ndola Cres, Abuja, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/kizone-properties-178567
